"Subject","Gender","AFQT","Income2005","Edu2006"
4722,"male",44.638,35,12
4724,"female",8.594,8.4,12
4729,"male",45.692,15,14
4731,"male",16.497,20.017,11
4732,"male",19.224,21.424,12
4733,"female",16.996,12,11
4734,"female",23.5,12,12
4738,"male",59.362,75,14
4742,"female",100,30,16
4746,"female",44.275,36,12
4747,"male",11.038,12,12
4752,"male",60.219,42,12
4753,"female",89.164,33,16
4754,"female",87.349,67,18
4755,"male",56.643,54,12
4756,"male",100,163.271,18
4758,"female",84.623,60,18
4759,"male",41.732,62,12
4760,"male",95.519,34,17
4762,"female",39.656,8.6,12
4764,"male",31.668,55,12
4765,"male",66.229,70,12
4767,"male",100,40,19
4768,"female",88.406,30,13
4770,"male",56.987,31,12
4772,"female",45.131,24,12
4774,"female",44.272,4.8,12
4776,"male",11.451,41,12
4777,"female",34.099,22,12
4778,"female",29.236,26,12
4779,"male",16.44,27,12
4780,"female",34.125,25,12
4788,"male",43.564,66,12
4790,"female",44.281,13,12
4793,"male",86.859,115,16
4795,"female",89.109,70,16
4798,"female",90.344,90,19
4799,"male",93.854,40.5,19
4803,"female",82.637,19,13
4804,"female",53.937,12,12
4805,"male",61.977,90,15
4810,"female",74.194,50,13
4812,"female",98.187,80,16
4813,"male",62.75,74,14
4815,"female",90.394,58,14
4817,"female",60.664,35,12
4818,"male",81.962,21,12
4820,"female",79.014,25,16
4822,"female",44.296,30.775,12
4825,"male",81.855,42,14
4826,"female",71.626,57,18
4828,"male",83.353,66.768,16
4829,"male",90.563,126,16
4830,"male",93.01,344.856,16
4831,"male",95.503,54.5,18
4832,"male",77.854,57,14
4834,"male",56.188,80,16
4839,"female",62.465,14,13
4840,"male",84.43,24.226,15
4842,"female",55.403,37,18
4843,"male",54.678,45,16
4844,"female",30.696,6,14
4849,"female",44.859,20,12
4856,"male",72.897,60,14
4858,"male",75.431,64,12
4859,"male",91.95,36,14
4862,"male",92.938,39,13
4864,"female",41.211,8.575,12
4865,"female",69.395,25,15
4870,"female",81.774,6,18
4871,"female",95.394,34,16
4872,"female",28.043,56,17
4873,"female",89.918,55,16
4876,"female",67.661,35,12
4879,"male",65.964,26.5,12
4880,"female",53.053,27,14
4881,"male",66.586,80,14
4883,"male",50.386,47,13
4884,"male",67.232,33,12
4888,"male",57.352,38.083,12
4889,"male",78.181,65,14
4890,"female",38.555,22,13
4892,"male",56.759,72,16
4894,"male",77.629,81,16
4896,"male",80.642,90,16
4899,"female",15.864,20,14
4900,"male",55.398,50,12
4901,"male",23.682,32,11
4906,"female",8.811,7.3,12
4907,"male",86.847,188.255,20
4911,"male",70.097,6,12
4914,"male",25.611,29,12
4919,"female",38.709,52,18
4921,"male",92.503,92.5,20
4922,"female",63.204,17,13
4923,"male",22.076,22,10
4924,"female",43.271,33.5,13
4926,"male",51.554,48,12
4927,"female",83.641,159.193,16
4929,"female",49.657,17.9,14
4930,"female",41.842,18.839,13
4931,"female",81.658,33,14
4933,"female",62.784,39,15
4934,"female",23.927,25,12
4937,"male",7.135,22,8
4939,"male",60.522,41,16
4942,"male",13.494,54,12
4943,"female",31.353,42,14
4944,"male",82.469,75,16
4945,"male",25.492,35,12
4946,"male",2.893,43,8
4948,"female",26.901,18,12
4952,"female",23.721,26,12
4953,"female",74.689,22,13
4954,"female",73.712,78,18
4955,"female",64.713,40,12
4960,"male",21.164,60,10
4962,"female",74.484,36,13
4966,"female",47.582,32,12
4967,"female",64.114,32.5,13
4968,"female",90.36,66.948,14
4972,"female",33.643,3,13
4975,"female",92.247,60,18
4976,"female",85.066,94,15
4979,"male",70.51,58,12
4981,"female",27.358,35.1,14
4983,"male",21.009,8,12
4986,"male",16.841,410.008,12
4987,"female",86.508,15,15
4992,"female",32.249,30,12
4997,"female",75.073,62,15
4998,"male",80.394,69.6,20
5001,"female",67.504,30,17
5003,"female",70.669,228.453,19
5007,"male",18.04,63,12
5012,"male",87.153,215.765,20
5017,"male",84.38,115,14
5020,"male",91.144,39,17
5021,"male",94.331,44,17
5022,"male",79.135,80,15
5023,"female",78.873,39,19
5025,"female",64.441,40,13
5026,"female",58.229,42,15
5028,"female",96.183,153.447,17
5029,"male",100,120,16
5037,"female",25.844,18.23,14
5041,"female",13.195,14,12
5042,"female",11.369,29,13
5043,"female",36.172,29.993,13
5053,"female",18.631,60,13
5054,"male",44.084,34,20
5055,"female",52.035,43,14
5060,"female",17.529,24.314,12
5062,"female",77.171,25,13
5085,"female",9.128,9.6,12
5091,"female",72.251,56.4,20
5094,"male",22.029,10,13
5095,"male",73.751,20,20
5096,"female",73.407,30,18
5097,"male",47.006,119,12
5099,"female",97.61,40,16
5101,"female",57.477,11,15
5102,"male",48.968,33,14
5106,"male",23.45,120,12
5107,"female",89.381,152.683,19
5108,"female",98.645,33,16
5115,"female",46.56,27.4,12
5125,"female",77.314,3,14
5128,"female",56.945,29,11
5131,"female",78.06,21.213,12
5132,"male",41.062,26,10
5134,"female",47.968,42,15
5139,"male",17.763,15,12
5140,"female",60.402,10.8,16
5143,"female",80.74,62,17
5145,"male",81.861,36,12
5149,"male",72.306,6,13
5151,"female",53.96,89,13
5156,"male",58.127,100,13
5158,"male",41.879,50,12
5159,"female",36.433,1.2,12
5161,"male",55.622,37,12
5162,"female",80.536,100,12
5166,"male",98.687,75,16
5168,"male",73.682,23,18
5170,"male",83.498,55,20
5174,"male",84.442,65,13
5176,"female",31.449,38,12
5178,"male",70.507,25,13
5179,"female",53.747,23,12
5180,"female",61.711,3.563,12
5184,"male",37.165,38,12
5185,"male",91.441,57,20
5186,"male",42.843,29,12
5187,"male",60.646,34.5,13
5188,"female",53.09,46,16
5189,"female",48.596,27,12
5191,"female",75.345,20,14
5192,"male",24.074,30,12
5193,"female",52.58,56,16
5194,"male",70.467,32,12
5195,"female",56.535,28.398,12
5197,"male",72.335,123,17
5199,"female",62.924,15,15
5208,"female",75.701,25,12
5211,"male",10.875,35.718,12
5212,"female",72.412,20,17
5219,"female",33.664,83,12
5221,"male",8.837,35,14
5222,"male",46.218,80,17
5226,"male",83.809,85,16
5227,"male",45.579,40,13
5229,"male",31.929,32.53,14
5231,"female",13.348,12,12
5235,"male",13.793,70,14
5236,"female",85.912,8.4,12
5238,"male",21.71,22,12
5244,"male",46.534,60,16
5245,"male",70.64,200.977,20
5246,"female",46.743,31,15
5247,"female",55.115,26,12
5248,"male",38.094,96,14
5249,"male",56.267,36,13
5250,"male",88.662,55,16
5251,"male",15.176,50,12
5252,"male",38.32,9,12
5254,"male",48.244,120,13
5255,"female",12.777,37.1,13
5256,"female",30.913,68,13
5257,"male",21.706,40,12
5258,"female",34.971,33.8,12
5259,"female",27.434,3.5,15
5262,"female",45.691,11.5,12
5263,"male",67.67,35,14
5264,"female",4.008,65,16
5266,"male",55.998,98,14
5267,"male",12.39,50,13
5268,"female",75.256,11.548,12
5269,"male",19.642,30,11
5272,"female",28.603,20,12
5274,"male",42.704,6,13
5277,"female",17.534,10,13
5278,"male",27.724,55,12
5287,"female",79.838,3.2,16
5288,"female",22.097,37.5,12
5289,"female",88.294,40.264,16
5291,"male",15.276,47.5,12
5294,"female",27.953,16,12
5299,"female",78.135,45,18
5300,"male",50.321,63,15
5301,"female",86.332,29.479,12
5307,"male",22.362,28,12
5308,"female",4.171,11,13
5310,"female",84.207,59.8,19
5311,"female",34.37,10,12
5315,"female",52.155,16,14
5316,"male",85.107,58,12
5317,"female",76.53,7.2,12
5318,"male",75.732,20,14
5325,"female",88.694,0.6,20
5326,"female",88.59,35,16
5327,"female",60.895,35,12
5329,"male",20.657,51,13
5330,"female",64.846,30,14
5332,"female",83.449,25,15
5333,"female",54.144,29,14
5334,"male",59.959,75,16
5338,"female",52.599,21.939,12
5340,"female",20.057,10,14
5341,"female",91.407,52,16
5342,"male",71.119,95,16
5349,"female",55.017,5.25,13
5350,"male",12.563,36.5,14
5351,"female",84.304,53,18
5352,"male",63.248,110,16
5353,"female",62.412,3.2,12
5356,"male",69.093,36.8,12
5357,"male",26.187,34,12
5358,"male",81.396,55,14
5360,"female",55.327,14,13
5361,"male",44.732,3,15
5362,"male",61.583,56,12
5363,"male",30.514,52,10
5365,"male",18.621,65,15
5366,"male",89.755,35,12
5372,"female",87.078,12,16
5373,"female",90.958,35,16
5374,"female",76.589,38.4,16
5376,"female",83.858,12,12
5377,"male",85.856,56,14
5381,"female",97.117,46,16
5385,"female",49.694,8,12
5388,"female",93.238,18,16
5389,"female",93.533,53,17
5390,"male",71.096,52,14
5391,"female",43.898,40,17
5392,"male",72.595,52,14
5393,"female",82.352,59.85,16
5394,"male",71.79,42,18
5395,"male",63.289,35,17
5397,"female",71.14,23.699,15
5398,"male",82.62,135,16
5401,"male",87.434,35,12
5402,"male",11.551,50,12
5404,"female",56.704,29.5,13
5406,"female",48.5,32,16
5408,"female",44.815,40,14
5410,"male",81.45,57,16
5416,"male",97.935,15,16
5417,"male",79.36,196.68,12
5418,"male",50.639,60,16
5419,"male",87.22,81,17
5420,"male",91.807,125,16
5421,"female",80.022,13,12
5427,"female",49.099,38,13
5428,"female",69.959,45,14
5430,"male",75.195,37,16
5435,"male",60.361,36,12
5436,"female",38.439,29,12
5439,"male",95.516,110,16
5440,"male",91.857,38,12
5441,"male",31.355,150,14
5442,"female",29.679,6.8,15
5445,"female",37.721,14,14
5446,"male",10.31,9.6,9
5447,"male",4.747,27.3,8
5450,"female",19.937,8.5,12
5451,"male",24.754,50,12
5453,"female",32.426,6,13
5456,"male",15.308,25,12
5461,"male",0.587,71.776,8
5469,"female",1.294,7.2,9
5470,"male",54.755,43,12
5474,"female",60.055,62,16
5476,"female",0.838,26,12
5484,"male",25.56,0.9,12
5485,"female",23.139,47,16
5486,"female",22.735,20.5,12
5488,"female",11.841,0.35,11
5489,"male",97.069,91,20
5491,"male",47.421,52,12
5493,"male",32.743,56,12
5494,"male",50.188,29.8,12
5499,"male",29.66,50,12
5500,"male",51.599,40,14
5502,"female",16.864,16,12
5504,"male",74.158,95,16
5505,"female",14.718,22.05,12
5508,"female",21.049,20,12
5510,"female",11.307,20,12
5511,"female",60.755,28,14
5512,"male",63.118,55,13
5513,"male",99.484,25,16
5514,"male",46.876,10,12
5516,"male",25.347,22.5,12
5518,"female",6.995,40,14
5519,"male",4.096,18,8
5521,"male",85.656,18.56,12
5522,"female",61.117,3,12
5524,"female",25.036,1.3,12
5528,"female",27.961,38,12
5531,"male",66.286,110,12
5537,"female",6.803,19,12
5538,"male",14.114,15,12
5539,"male",82.93,25,12
5540,"male",31.907,125,14
5543,"male",85.677,133,17
5544,"female",14.701,10.056,12
5545,"male",42.853,16,12
5546,"female",48.99,32,12
5550,"female",6.054,11,12
5551,"female",21.62,29,12
5555,"female",56.039,14,12
5558,"male",0.162,45,12
5565,"female",37.489,36,16
5566,"female",39.633,25,12
5568,"female",64.088,38,14
5572,"female",61.264,31,12
5573,"male",46.741,24,12
5575,"female",64.673,15.785,12
5576,"female",46.125,34,12
5580,"male",35.796,47,12
5581,"female",31.716,22,12
5585,"male",26.982,54,12
5590,"male",77.376,42,16
5591,"female",67.935,65,16
5592,"male",98.198,33,19
5594,"male",73.884,79,20
5599,"male",60.292,82,16
5603,"male",10.81,36,9
5604,"male",1.042,40,9
5607,"male",28.205,30,12
5609,"female",10.186,24,14
5611,"male",34.301,18,13
5612,"female",47.973,26.5,13
5613,"male",0,30,12
5614,"female",18.176,26,12
5616,"male",3.039,35,12
5617,"male",8.282,20,12
5618,"male",51.958,43,16
5621,"male",51.908,44,17
5623,"male",95.248,96,20
5624,"female",70.691,36,19
5625,"male",66.276,40,12
5626,"female",60.781,52,12
5637,"male",8.54,52,12
5640,"female",0.56,30,12
5646,"female",37.531,33,12
5649,"male",71.982,22,13
5653,"male",66.907,52,12
5655,"male",82.061,90,17
5661,"female",71.156,1.6,15
5666,"male",68.443,80,16
5667,"male",97.274,198.032,20
5668,"male",70.576,60,12
5669,"female",54.716,38,12
5671,"male",86.782,20,12
5674,"female",56.285,8,13
5675,"female",87.596,67.5,16
5676,"female",77.716,15,17
5677,"male",64.58,72,12
5684,"female",5.319,12,12
5690,"female",76.766,70,19
5694,"male",58.345,42,12
5696,"male",42.254,72,12
5699,"male",97.537,45,13
5700,"male",80.34,70,12
5701,"female",75.52,114,17
5702,"female",59.926,24,13
5703,"male",74.363,42.5,14
5705,"female",81.334,10.9,12
5708,"female",81.916,33,14
5710,"female",87.91,53,18
5711,"male",50.838,42,12
5712,"female",80.893,26.28,12
5713,"female",64.357,44.328,11
5718,"female",76.736,9,12
6285,"male",51.843,60,13
11751,"male",24.592,10,11
11755,"male",7.35,60,11
11758,"male",80.188,70,19
11759,"male",40.534,50,12
11760,"male",0,4,12
11762,"male",1.792,100,11
11763,"male",47.481,146,15
11769,"female",67.337,8,15
11776,"male",26.798,25,10
11777,"female",90.862,74.5,14
11778,"female",71.422,32.9,15
11779,"female",78.397,1.5,17
11785,"female",19.889,78,12
11786,"female",44.583,65,12
11787,"female",20.097,8,10
11791,"male",66.503,123,16
11792,"female",61.687,19,12
11793,"male",11.738,56,12
11794,"female",19.708,40,12
11796,"male",97.147,24,16
11797,"female",40.415,1.2,14
11798,"female",45.075,17,15
11799,"male",26.504,32,14
11800,"female",18.254,60,12
11801,"male",8.903,0.35,12
11806,"male",43.089,63,13
11807,"female",40.755,80,12
11809,"male",68.468,39,16
11811,"female",0.823,8,12
11813,"female",3.222,30.456,12
11814,"female",2.314,9,8
11815,"female",21.716,1.3,13
11816,"female",78.611,19.5,15
11818,"female",12.57,13,10
11819,"female",43.124,27.7,14
11820,"male",62.701,50,16
11822,"male",41.801,57.5,12
11830,"male",1.457,2,12
11832,"female",9.266,15,13
11833,"male",13.696,25,13
11835,"female",60.5,14,16
11838,"female",23.064,52,15
11839,"female",48.275,45,12
11841,"male",39.048,57,13
11844,"male",23.172,20.108,15
11845,"female",47.552,40,14
11846,"male",9.003,54,12
11848,"female",48.795,24.5,16
11849,"male",14.611,50,12
11850,"female",24.52,32,8
11851,"female",67.97,80,14
11854,"female",68.817,87,16
11858,"female",37.279,24,12
11860,"male",61.243,40,12
11863,"male",78.549,77.919,14
11864,"male",16.885,24,12
11865,"female",75.534,42.5,12
11867,"female",18,28,16
11868,"female",54.37,102.831,16
11869,"female",83.763,38.4,14
11870,"female",72.983,11,16
11872,"male",81.931,24.5,14
11875,"male",63.866,57,12
11878,"female",39.427,22,12
11879,"female",63.777,13.691,12
11880,"male",44.032,15,12
11881,"female",92.255,15,16
11883,"male",75.428,44,12
11884,"male",18.231,2.2,12
11886,"female",79.197,10,15
11887,"male",61.341,24.2,12
11889,"male",68.263,40,17
11890,"male",1.779,50.4,6
11891,"female",4.028,10,12
11894,"female",55.742,30.33,16
11897,"male",96.751,64,14
11898,"female",80.758,58.5,16
11901,"female",36.943,29,14
11902,"female",39.267,48,18
11905,"female",43.256,60,16
11909,"female",51.061,16,12
11911,"male",56.834,46,13
11916,"female",45.787,38,18
11917,"male",62.412,35,12
11918,"female",89.086,85,17
11920,"male",83.021,338.101,16
11923,"female",45.43,12,14
11924,"male",91.057,68.458,13
11925,"male",70,58,12
11926,"male",86.514,45,12
11929,"female",93.914,82,20
11932,"female",9.829,10,14
11934,"male",12.465,90,12
11935,"female",10.59,24,12
11936,"male",38.717,125,16
11937,"male",12.877,43,20
11939,"male",27.064,15,12
11940,"female",48.739,14,12
11942,"male",52.131,39,12
11945,"male",15.874,40,13
11947,"male",10.751,90,12
11949,"female",20.859,26,12
11950,"female",6.732,2,12
11955,"female",72.75,42,16
11958,"female",42.412,75,12
11971,"male",24.339,39,15
11972,"male",37.918,110.5,20
11973,"male",60.113,60,12
11981,"female",0.332,31,12
11990,"male",85.632,70,20
11993,"female",36.867,40,12
12000,"female",56.178,33,12
12005,"female",39.556,35,15
12006,"male",59.085,17,16
12008,"male",38.202,60,12
12010,"male",83.535,53,20
12012,"male",76.322,65,14
12014,"male",80.79,85,16
12016,"male",70.816,150,16
12018,"female",94.157,52.9,12
12019,"male",69.997,58,12
12022,"female",54.756,63,12
12023,"male",74.585,65,17
12031,"male",66.317,40,12
12032,"female",14.177,24,12
12034,"female",72.753,161.182,16
12036,"female",81.701,28.9,15
12039,"male",65.528,22,12
12041,"male",16.707,46,12
12042,"female",8.479,3,12
12043,"male",5.867,0.628,12
12044,"male",41.848,45,18
12045,"male",87.993,49,20
12052,"female",68.169,32,15
12055,"male",49.365,51,12
12057,"female",58.25,3,12
12061,"female",88.136,42,13
12062,"female",1.35,20,13
12064,"male",91.448,158.73,20
12065,"male",45.81,56,10
12066,"female",26.619,3,14
12068,"male",88.023,49,16
12070,"female",50.856,34,15
12076,"female",58.498,6,12
12082,"male",33.649,4,12
12083,"female",42.237,22,12
12084,"male",56.342,33.793,12
12087,"female",18.164,3,13
12088,"male",97.573,37,16
12089,"male",63.613,40,20
12090,"male",53.959,30,12
12092,"female",53.775,30,16
12093,"male",59.265,82,12
12097,"female",36.668,54,12
12098,"female",82.763,53,14
12102,"male",62.246,100,16
12104,"female",83.988,36.323,15
12106,"male",76.524,120,18
12110,"male",56.116,91,16
12116,"male",74.244,90,16
12119,"male",54.283,45,18
12122,"male",20.531,30,8
12125,"male",15.881,42,12
12126,"female",10.695,21,12
12128,"female",64.324,30,12
12129,"male",72.169,39.5,16
12130,"female",27.983,24,12
12131,"male",32.593,23,12
12133,"male",22.983,11.56,12
12135,"female",10.769,22,10
12138,"female",40.28,21,13
12139,"male",29.169,12.6,12
12140,"female",31.207,45,13
